Opening,Opening.1,Title,Director,Cast,Genre,Year,Source,Studio,Production house
MAY,13,Azhar,Tony D'Souza,"Emraan Hashmi, Nargis Fakhri, Prachi Desai, Gautam Gulati, Kunaal Roy Kapur, Lara Dutta, Karanvir Sharma",Biopic,2016,,,
MAY,13,Buddha in a Traffic Jam,Vivek Agnihotri,"Arunoday Singh, Mahie Gill, Anchal Dwivedi, Pallavi Joshi, Anupam Kher",Political drama,2016,,,
MAY,13,Khel Toh Ab Shuru Hoga,Kunal V Singh,"Ruslaan Mumtaz, Devshi Khanduri",Comedy,2016,,,
MAY,16,Dear Dad,Tanuj Bhramar,"Arvind Swamy, Himanshu Sharma, Ekavali Khanna",Drama,2016,,,
MAY,20,Kaptaan,Mandeep Kumar,"Gippy Grewal, Karishma Kotak, Rishaan Dutta",Comedy,2016,,,
MAY,20,Sarbjit,Omung Kumar,"Aishwarya Rai, Randeep Hooda, Richa Chadha",Biopic,2016,,,
MAY,27,Phobia,Pawan Kripalani,"Radhika Apte, Satyadeep Misra",Thriller/horror,2016,,,
MAY,27,Veerappan,Ram Gopal Varma,"Sandeep Bharadwaj, Lisa Ray, Sachiin Joshi, Usha Jadhav",Action/biopic,2016,,Phantom Films,
MAY,27,Fredrick,Rajesh Butalia,"Prashant Narayanan, Avinash Dhyani",Action,2016,,,
JUN,3,Housefull 3,Sajid-Farhad,"Akshay Kumar, Abhishek Bachchan, Riteish Deshmukh, Jacqueline Fernandez, Lisa Haydon, Nargis Fakhri, Nikitin Dheer, Jackie Shroff",Comedy,2016,,,
JUN,10,Do Lafzon Ki Kahani,Deepak Tijori,"Randeep Hooda, Kajal Aggarwal",Romantic,2016,,,
JUN,10,Dhanak,Nagesh Kukunoor,"Hetal Gadda, Krrish Chabbria, Vipin Sharma, Vibha Chibber, Vijay Maurya",Drama,2016,,,
JUN,10,Te3n,Ribhu Dasgupta,"Amitabh Bachchan, Vidya Balan, Nawazuddin Siddiqui",Thriller,2016,,,
JUN,17,Udta Punjab,Abhishek Chaubey,"Shahid Kapoor, Alia Bhatt, Kareena Kapoor, Diljit Dosanjh",Crime,2016,,,
JUN,17,Luv U Alia,Indrajit Lankesh,"Bhumika Chawla, V. Ravichandran, Sudeep, Chandan Kumar, Sangeeta Chauhan",Romance,2016,,,
JUN,24,Raman Raghav 2.0,Anurag Kashyap,"Nawazuddin Siddiqui, Vicky Kaushal, Sobhita Dhulipala",Crime/thriller,2016,,,
JUN,24,Junooniyat,Vivek Agnihotri,"Pulkit Samrat, Yami Gautam, Gulshan Devaiah, Hrishita Bhatt",Romance,2016,,,
JUN,24,7 Hours To Go,Saurabh Varma,"Shiv Panditt, Sandeepa Dhar, Natasa Stankovic, Varun Badola",Crime/thriller,2016,,,
JUN,24,A Scandall,Ishaan Shrivedi,"Manav Kaul, Tanvi Vyas",Adult,2016,,,
JUN,24,Rough Book,Ananth Narayan Mahadevan,"Amaan Khan, Tannishtha Chatterjee",Drama,2016,,,
JUL,1,Shorgul,"Pranav Kumar Singh, Jitendra Tiwari","Jimmy Sheirgill, Suha Gezen, Ashutosh Rana, Narendra Jha",Political drama,2016,,,
JUL,1,Dil Toh Deewana Hai,Raja Bundela,"Haider Khan, Sadha, Raj Babbar, Zeenat Aman, Sushmita Mukherjee, Alok Nath, Hemant Pandey",Comedy/romance,2016,,,
JUL,6,Sultan,Ali Abbas Zafar,"Salman Khan, Anushka Sharma, Randeep Hooda",Sports/drama,2016,,,
JUL,6,Brahman Naman,Qaushiq Mukherjee,"Shashank Arora, Sid Mallya, Denzil Smith, Biswa Kalyan Rath, Tanmay Dhananiya, Vaishwath Shankar",Comedy,2016,,,
JUL,15,Great Grand Masti,Indra Kumar,"Vivek Oberoi, Riteish Deshmukh, Aftab Shivdasani, Urvashi Rautela, Shraddha Das, Mishti, Pooja Bose, Sonali Raut, Shreyas Talpade",Sex comedy/horror,2016,,,
JUL,22,Madaari,Nishikant Kamat,"Irrfan Khan, Jimmy Sheirgill",Drama,2016,,,
JUL,22,Ishq Click,Anil Ballani,"Adhyayan Suman, Sara Loren",Romance/drama,2016,,,
JUL,22,M Cream,Agneya Singh,"Imaad Shah, Ira Dubey, Raaghav Chanana",Road movie,2016,,,
JUL,29,Dishoom,Rohit Dhawan,"John Abraham, Varun Dhawan, Jacqueline Fernandez, Saqib Saleem, Ram Kapoor, Akshaye Khanna",Action,2016,,,
JUL,29,Love Ke Funday,Indervesh Yogee,"Shaleen Bhanot, Pooja Banerjee",Comedy,2016,,,
AUG,5,The Legend of Michael Mishra,Manish Jha,"Arshad Warsi, Aditi Rao Hydari, Boman Irani, Kayoze Irani",Romance/drama,2016,,,
AUG,5,Fever,Rajeev Jhaveri,"Rajeev Khandelwal, Gauahar Khan, Gemma Atkinson, Victor Banerjee, Caterina Murino, Ankita Makwana",Thriller,2016,,,
AUG,5,Hai Apna Dil Toh Awara,Monjoy Mukerji,Sahil Anand,Comedy/Romance,2016,,,
AUG,12,Mohenjo Daro,Ashutosh Gowariker,"Hrithik Roshan, Pooja Hegde, Kabir Bedi, Arunoday Singh, Sharad Kelkar",Period drama,2016,,,
AUG,12,Rustom,Tinu Suresh Desai,"Akshay Kumar, Ileana D'Cruz, Esha Gupta, Arjan Bajwa",Romance/thriller,2016,,,
AUG,19,Happy Bhag Jayegi,Mudassar Aziz,"Abhay Deol, Diana Penty, Momal Sheikh, Ali Fazal, Jimmy Sheirgill",Comedy,2016,,,
AUG,25,Waarrior Savitri,Param Gill,"Niharica Raizada, Lucy Pinder, Rajat Barmecha",Action,2016,,,
AUG,25,A Flying Jatt,Remo D'Souza,"Tiger Shroff, Jacqueline Fernandez, Nathan Jones, Kay Kay Menon, Amrita Singh",Superhero/Action/comedy,2016,,,
SEP,2,Akira,A.R. Murugadoss,"Sonakshi Sinha, Konkona Sen Sharma, Raai Laxmi, Amit Sadh, Anurag Kashyap, Atul Kulkarni",Action/drama,2016,,,
SEP,2,Yea Toh Two Much Ho Gayaa,Anwer Khan,"Arbaaz Khan, Jimmy Sheirgill, Pooja Chopra, Bruna Abdullah, Devansh Sharma",Action/drama,2016,,,
SEP,2,Island City,Ruchika Oberoi,"Tannishtha Chatterjee, Ashwin Mushran, Vinay Pathak, Amruta Subhash",Drama,2016,,,
SEP,9,Baar Baar Dekho,Nitya Mehra,"Katrina Kaif, Sidharth Malhotra, Ram Kapoor, Taaha Shah, Sarika, Sayani Gupta",Drama/Romance,2016,,,
SEP,9,Freaky Ali,Sohail Khan,"Nawazuddin Siddiqui, Arbaaz Khan, Amy Jackson, Jas Arora, Seema Biswas, Nikitin Dheer, Asif Basra, Paresh Ganatra, Alam Khan",Comedy/sports,2016,,,
SEP,9,Ek Kahani Julie Ki,Aziz Zee,Rakhi Sawant,Thriller,2016,,,
SEP,16,Raaz: Reboot,Vikram Bhatt,"Emraan Hashmi, Kriti Kharbanda, Gaurav Arora, Suzanna Mukherjee",Horror,2016,,,
SEP,16,Pink,Aniruddha Roy Chowdhury,"Amitabh Bachchan, Taapsee Pannu, Kirti Kulhari, Andrea Tariang, Angad Bedi",Drama,2016,,,
SEP,23,Parched,Leena Yadav,"Tannishtha Chatterjee, Radhika Apte, Surveen Chawla, Sayani Gupta",Drama,2016,,,
SEP,23,Banjo,Ravi Jadhav,"Riteish Deshmukh, Nargis Fakhri, Dharmesh Yelande",Comedy/drama,2016,,,
SEP,23,Days of Tafree,Krishnadev Yagnik,"Yash Soni, Nimisha Mehta",Comedy,2016,,,
SEP,23,Wah Taj,Ajit Sinha,"Shreyas Talpade, Manjari Phadnis, Hemant Pandey, Rajesh Sharma, Rajeev Verma",Satirical,2016,,,
SEP,30,M.S. Dhoni: The Untold Story,Neeraj Pandey,"Sushant Singh Rajput, Anupam Kher, Herry Tangri, Kiara Advani, Disha Patani, Bhumika Chawla",Biopic/sports,2016,,,
OCT,7,Mirzya,Rakeysh Omprakash Mehra,"Harshvardhan Kapoor, Saiyami Kher, Om Puri, Art Malik, K.K. Raina",Drama/romance,2016,,,
OCT,7,MSG: The Warrior Lion Heart,"Gurmeet Ram Rahim Singh, Honeypreet Insan","Gurmeet Ram Rahim Singh, Honeypreet Insan, Charapreet Insan, Kainaat Insan, Garima Insan, Rajesh Insan, Sukhottam Insan, Ashok Insan, Bhushan Insan",Adventure,2016,,,
OCT,7,Tutak Tutak Tutiya,A. L. Vijay,"Prabhu Deva, Tamannaah, Sonu Sood",Supernatural comedy,2016,,,
OCT,14,Anna,Shashank Udapurkar,"Shashank Udapurkar, Tanishaa Mukerji, Govind Namdeo, Rajit Kapur, Sharat Saxena, Kishor Kadam",Biographical,2016,,,
OCT,14,Motu Patlu: King of Kings,Suhas D. Kadavand,"Saurav Chakraborty, Omi Sharma",Animation/comedy/adventure,2016,,,
OCT,14,Beiimaan Love,Rajeev Chaudhary,"Sunny Leone, Rajneesh Duggal, Daniel Weber",Thriller,2016,,,
OCT,14,Saat Uchakkey,Sanjeev Sharma,"Manoj Bajpayee, Anupam Kher, Kay Kay Menon, Annu Kapoor, Vijay Raaz, Aditi Sharma",Comedy,2016,,,
OCT,14,Fuddu,Sunil Subramani,"Swati Kapoor, Monali A, Pawan Kumar Sharma, Anurag Basu",Drama,2016,,,
OCT,14,Aakhir Kab Tak,Mithilesh Avinash,"Manisha Singh, Vinay Rana",Social drama,2016,,,
OCT,21,Love Day - Pyaar Ka Din,"Sandeep Choudhary, Harish kotian","Ajaz khan, Sahil anand, Harsh nagar, Anant Mahadevan, Vaibhav Mathur, Shalu Singh, Amit khanna, Devendra Chauhan",Comedy thriller,2016,,,
OCT,21,Umrika,Prashant Nair,"Prateik Babbar, Suraj Sharma, Tony Revolori, Adil Hussain, Nidhi Bisht",Drama,2016,,,
OCT,21,31st October,Shivaji Lotan Patil,"Vir Das, Soha Ali Khan",Drama/thriller,2016,,,
OCT,28,Shivaay,Ajay Devgn,"Ajay Devgn, Sayyeshaa, Erika Kaar, Ali Kazmi, Jabbz Farooqi, Vir Das, Bijou Thaangjam",Drama/action,2016,,,
OCT,28,Ae Dil Hai Mushkil,Karan Johar,"Ranbir Kapoor, Aishwarya Rai, Fawad Khan, Imran Abbas, Lisa Haydon",Drama,2016,,,
NOV,11,Chaar Sahibzaade: Rise of Banda Singh Bahadur,Harry Baweja,Harman Baweja,Animation,2016,,,
NOV,11,Dongari Ka Raja,Hadi Ali Abrar,"Gashmeer Mahajani, Reecha Sinha, Ronit Roy, Sachin Suvarna, Ashmit Patel",Action/thriller,2016,,,
NOV,11,Ishq Junoon,Sanjay Sharma,"Rajbeer Singh, Akshay Rangshahi, Divya Singh, Raj Aryan",Romantic/erotic,2016,,,
NOV,11,Rock On 2,Sujaat Saudagar,"Farhan Akhtar, Arjun Rampal, Purab Kohli, Shraddha Kapoor, Prachi Desai, Shashank Arora, Shahana Goswami",Drama,2016,,,
NOV,18,Tum Bin II,Anubhav Sinha,"Neha Sharma, Aditya Seal, Aashim Gulati",Romance,2016,,,
NOV,18,Force 2,Abhinay Deo,"John Abraham, Sonakshi Sinha, Tahir Raj Bhasin",Action,2016,,,
NOV,25,Dear Zindagi,Gauri Shinde,"Alia Bhatt, Shah Rukh Khan, Ira Dubey, Kunal Kapoor",Drama,2016,,,
NOV,25,Saansein,Rajiv S. Ruia,"Rajneesh Duggal, Sonarika Bhadoria, Hiten Tejwani, Neetha Shetty, Sachi Ruia, Amir Dalvi, Vishal Malhotra",Romantic/horror,2016,,,
NOV,25,Moh Maya Money,Munish Bharadwaj,"Ranvir Shorey, Neha Dhupia, Vidhushi Mehra, Ashwat Bhatt",Crime drama,2016,,,
DEC,2,Kahaani 2,Sujoy Ghosh,"Vidya Balan, Arjun Rampal, Jugal Hansraj",Thriller,2016,,,
DEC,9,Befikre,Aditya Chopra,"Ranveer Singh, Vaani Kapoor",Romance,2016,,,
DEC,16,Wajah Tum Ho,Vishal Pandya,"Sana Khan, Sharman Joshi, Gurmeet Choudhary",Romance/drama,2016,,,
DEC,23,Dangal,Nitesh Tiwari,"Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Sanya Malhotra, Zaira Wasim",Biopic,2016,,,
JAN,13.0,Haraamkhor,Shlok Sharma,"Nawazuddin Siddiqui, Shweta Tripathi","Comedy, Crime",2017,,Sikhya EntertainmentKhusro Films,
JAN,13.0,Ok Jaanu,Shaad Ali,"Aditya Roy Kapur, Shraddha Kapoor","Romance, Drama",2017,,"Madras Talkies, Dharma Productions",
JAN,20.0,Coffee with D,Vishal Mishra,"Sunil Grover, Zakir Hussain","Comedy, Crime",2017,,Apex Entertainment,
JAN,25.0,Kaabil,Sanjay Gupta,"Hrithik Roshan, Yami Gautam","Action, Thriller",2017,,Filmkraft Productions Pvt. Ltd,
JAN,25.0,Raees,Rahul Dholakia,"Shah Rukh Khan, Mahira Khan, Nawazuddin Siddiqui","Crime, Action",2017,,"Red Chillies Entertainment, Excel Entertainment",
FEB,10.0,Hind Ka Napak Ko Jawab: MSG Lion Heart 2,"Gurmeet Ram Rahim Singh, Honeypreet Insan","Gurmeet Ram Rahim Singh, Honeypreet Insan","Action, Drama",2017,,Hakikat Entertainment Pvt. Ltd.,
FEB,10.0,Jolly LLB 2,Subhash Kapoor,"Akshay Kumar, Huma Qureshi, Saurabh Shukla",Drama,2017,,Fox Star Studios,
FEB,10.0,"U, Me Aur Ghar",Abhay Chhabra,Omkar KapoorSimran Kaur Mundi,Romance/Drama,2017,,Web Talkies,
FEB,17.0,Running Shaadi,Amit Roy,"Taapsee Pannu, Amit Sadh",Comedy,2017,,Rising Sun Films,
FEB,17.0,The Ghazi Attack,Sankalp Reddy,"Rana Daggubati, Taapsee Pannu, Kay Kay Menon, Atul Kulkarni",Action,2017,,"PVP Cinema, Matinee Entertainment",
FEB,17.0,Irada,Aparnaa Singh,"Naseeruddin Shah, Arshad Warsi, Sharad Kelkar, Divya Dutta","Thriller, Drama",2017,,Irada Entertainment,
FEB,17.0,Chauhar,Raghubeer Singh,"Amit Singh Kashyap, Richa Dixit, Vivek Jha",Romance,2017,,Dinkar's Film Productions,
FEB,24.0,Rangoon,Vishal Bhardwaj,"Kangana Ranaut, Shahid Kapoor, Saif Ali Khan","War, Drama",2017,,"Nadiadwala Grandson Entertainment, VB Pictures, Viacom 18 Motion Pictures",
FEB,24.0,Wedding Anniversary,Shekhar S Jha,"Nana Patekar, Mahie Gill, Priyanshu Chatterjee, Shruti Marathe","Romance, Thriller",2017,,V K Productions,
FEB,24.0,Mona Darling,Shashi Sudigala,"Anshuman Jha, Divya Menon, Suzanna Mukherjee, Sanjay Suri",Thriller,2017,,First Ray Films,
MAR,3.0,Commando 2,Deven Bhojani,"Vidyut Jammwal, Adah Sharma, Esha Gupta",Action,2017,,"Sunshine Pictures, Pen India Limited",
MAR,3.0,Jeena Isi Ka Naam Hai,Keshhav Panneriy,"Arbaaz Khan, Ashutosh Rana, Himansh Kohli","Romance, Drama",2017,,Bibia Films Pvt. Ltd.,
MAR,10.0,Badrinath Ki Dulhania,Shashank Khaitan,"Varun Dhawan, Alia Bhatt","Romance, Comedy",2017,,Dharma Productions,
MAR,17.0,Aa Gaya Hero,Dipankar Senapati,"Govinda, Ashutosh Rana, Murali Sharma","Action, Comedy",2017,,Mangal Tara T.V & Films,
MAR,17.0,Trapped,Vikramaditya Motwane,"Rajkummar Rao, Geetanjali Thapa, Khushboo Upadhyay","Drama, Thriller",2017,,Phantom Films,
MAR,17.0,Mantra,Nicholas Kharkongor,"Rajat Kapoor, Lushin Dubey, Kalki Koechlin, Shiv Panditt, Adil Hussain","Drama, Family",2017,,"Nikhil Chaudhary, Filmart Productions, North East Films, Shri Production, Zenyth Media House",
MAR,17.0,Machine,Abbas-Mustan,"Mustafa Burmawalla, Kiara Advani","Romance, Thriller",2017,,"Pen India Limited, Abbas-Mustan Productions",
MAR,24.0,Phillauri,Anshai Lal,"Anushka Sharma, Diljit Dosanjh, Suraj Sharma, Mehreen Pirzada","Romance, Comedy",2017,,"Fox Star Studios, Clean Slate Films",
MAR,24.0,Bhanwarey,Shaurya Singh,"Shaurya Singh, Karan Thakur, Jashan Singh & Priyanka Shukla",Comedy,2017,,Sudha creations,
MAR,24.0,Anaarkali of Aarah,Avinash Das,Swara Bhaskar,Drama,2017,,Promodome Motion Pictures,
MAR,31.0,Naam Shabana,Shivam Nair,"Taapsee Pannu, Prithviraj Sukumaran & Akshay Kumar",Action/thriller,2017,,Plan C Studios & Cape Of Good Films,
MAR,31.0,Poorna: Courage Has No Limit,Rahul Bose,"Aditi Inamdar, Rahul Bose & Heeba Shah",Adventure,2017,,PVR Pictures & Rahul Bose Productions,
APR,7.0,Laali Ki Shaadi Mein Laaddoo Deewana,Manish Harishankar,"Vivaan Shah, Akshara Haasan, Gurmeet Choudhary & Kavita Verma",Romance/drama,2017,,Star Entertainment Worldwide,
APR,7.0,Mirza Juuliet,Rajesh Ram Singh,"Darshan Kumar, Pia Bajpai & Chandan Roy Sanyal",Romance/action,2017,,"Green Apple Media, Falansha Media Private Limited & Shemaroo Entertainment",
APR,7.0,Mukti Bhawan,Shubhashish Bhutiani,"Adil Hussain, Lalit Behl & Navnindra Behl",Drama,2017,,Red Carpet Moving Pictures,
APR,14.0,Saanjh,Ajay Saklani,"Aditi Charak, Vishal Parpagga & Rupeshwari Sharma",Drama,2017,,Silent Hills Studio,
APR,14.0,Begum Jaan,Srijit Mukherji,"Vidya Balan, Ila Arun, Gauahar Khan, Sumit Nijhawan & Chunky Pandey",Period drama,2017,,"Vishesh Films, Shree Venkatesh Films & Play Entertainments",
APR,14.0,Romeo-N-Bullet,Aditya Kumar,"Vije Bhatia, Rishi Verma, Mohit Baisla, Raj Kumar",Romance,2017,,Jay Shree Ram Productions,
APR,21.0,Noor,Sunhil Sippy,"Sonakshi Sinha, Purab Kohli & Manish Chaudhary",Comedy/drama,2017,,T-Series & Abundantia Entertainment,
APR,21.0,Ek Thi Rani Aisi Bhi,Gulbahar Singh,"Hema Malini, Vinod Khanna, Sachin Khedekar",Biopic,2017,,Rajmata Vijayaraje Scindia Smirit Trust,
APR,21.0,Maatr,Ashtar Sayed,Raveena Tandon,Thriller/drama,2017,,CDB Musical Production,
APR,21.0,Ajab Singh Ki Gajab Kahani,Rishi Prakash Mishra,"Yashpal Sharma, Ajay Kumar Singh, Rajesh Jais",Thriller/drama,2017,,Shree Triveni Films InternationalBasmati Creations,
MAY,5.0,Mantostaan,Rahat Kazmi,"Raghubir Yadav, Virendra Saxena & Sonal Sehgal",Anthology/drama,2017,,Rahat Kazmi FilmsTariq Kan ProductionsAaditya Pratap Singh Entertainments,
MAY,12.0,Meri Pyaari Bindu,Akshay Roy,Ayushmann Khurrana & Parineeti Chopra,Romance,2017,,Yash Raj Films,
MAY,12.0,Sarkar 3,Ram Gopal Varma,"Amitabh Bachchan, Jackie Shroff, Amit Sadh & Yami Gautam",Political crime thriller,2017,,"Alumbra Entertainment, Wave Cinemas, Company Product & Amitabh Bachchan Corporation",
MAY,19.0,Half Girlfriend,Mohit Suri,Arjun Kapoor & Shraddha Kapoor,Romance/drama,2017,,ALT Entertainment,
MAY,19.0,Jattu Engineer,"Gurmeet Ram Rahim Singh, Honeypreet Insan","Gurmeet Ram Rahim Singh, Sukhottam Insan",Comedy,2017,,Hakikat Entertainment Pvt. Ltd.,
MAY,19.0,Hindi Medium,Saket Chaudhary,Irrfan Khan & Saba Qamar,Comedy/drama,2017,,T-Series & Maddock Films,
MAY,26.0,Chakallaspur,Rajnish Jaiswal,"Mukesh Manas, Urmilaa Mahanta",Romance/drama,2017,,Kiran Jaiswal Productions,
MAY,26.0,Sachin: A Billion Dreams,James Erskine,Sachin Tendulkar,Biopic,2017,,200 NotOut Productions,
MAY,26.0,Thodi Thodi Si Manmaaniyan,Aditya Sarpotdar,"Arsh Sehrawat, Shrenu Parikh, Shilpa Tulaskar & Mukesh Tiwari",Romance/drama,2017,,"NH 8 Production, Jumping Tomato & Marketing Pvt Ltd",
JUN,2.0,A Death in the Gunj,Konkona Sen Sharma,"Vikrant Massey, Ranvir Shorey, Kalki Koechlin, Tillotama Shome, Gulshan Devaiah, Tanuja, Om Puri, Jim Sarbh, Arya Mitra Sharma",Crime/drama,2017,,"MacGuffin Pictures, Studioz IDrream & Moh Maya Films (presenter)",
JUN,2.0,Hanuman: Da' Damdaar,Ruchi Narain,"Salman Khan, Raveena Tandon & Kunal Khemu",Animation,2017,,R.A.T Films (IP: Percept Pictures),
JUN,2.0,Sweetiee Weds NRI,Hasnain Hyderabadwala,"Himansh Kohli, Zoya Afroz & Darshan Jariwala",Romance/comedy,2017,,Asmiy Entertainment and Grand Motion Picture,
JUN,2.0,Dobaara: See Your Evil,Prawaal Raman,Huma Qureshi & Saqib Saleem,Horror,2017,,"Intrepid Pictures, B4U Films, Zahhak Films Limited & Relativity Media",
JUN,2.0,Flat 211,Sunil Sanjan,Jayesh Raj & Sonal Singh,Suspense/Mystery,2017,,Ajha Global Entertainment,
JUN,2.0,Dear Maya,Sunaina Bhatnagar,Manisha Koirala,Thriller/drama,2017,,Bake My Cake Films,
JUN,9.0,Raabta,Dinesh Vijan,"Sushant Singh Rajput, Kriti Sanon & Jim Sarbh",Romance/thriller,2017,,Maddock Films,
JUN,9.0,Behen Hogi Teri,Ajay K Pannalal,Rajkummar Rao & Shruti Haasan,Romance/comedy,2017,,OddBall Motion Pictures,
JUN,9.0,Bachche Kachche Sachche,Ravi Sadasiv,"Ekta Singh, Ashish Vidyarthi & Mukesh Tiwari",Children/drama,2017,,,
JUN,9.0,Love You Family,Sachindra Sharma,"Salman Yusuff Khan, Aksha Pardasany & Shakti Kapoor",Drama,2017,,Khushi Motion Pictures,
JUN,9.0,G Kutta Se,Rahul Dahiya,Rajbeer Singh & Neha Chauhan,Drama,2017,,SFE International Full Frame Entertainment Pvt. Ltd.,
JUN,16.0,Bank Chor,Bumpy,"Riteish Deshmukh, Vivek Oberoi & Rhea Chakraborty",Comedy/Thriller,2017,,Y-Films,
JUN,23.0,Tubelight,Kabir Khan,"Salman Khan, Sohail Khan & Zhu Zhu",Action/drama,2017,,Salman Khan Films & Kabir Khan Films,
JUN,30.0,Ek Haseena Thi Ek Deewana Tha,Suneel Darshan,"Shiv Darshan, Natasha Fernandez & Upen Patel",Romance,2017,,Shree Krishna International,
JUL,7.0,Mom,Ravi Udyawar,"Sridevi, Akshaye Khanna, Sajal Ali & Nawazuddin Siddiqui",Thriller/drama,2017,,MAD Films & Third Eye Pictures,
JUL,7.0,Guest Iin London,Ashwni Dhir,"Kartik Aaryan, Kriti Kharbanda, Paresh Rawal & Tanvi Azmi",Comedy,2017,,Panorama Studios,
JUL,14.0,Jagga Jasoos,Anurag Basu,Ranbir Kapoor & Katrina Kaif,Comedy/romance,2017,,"The Walt Disney Company India, Picture Shuru Entertainment & Ishana Movies",
JUL,14.0,Shab,Onir,"Raveena Tandon, Sanjay Suri, Ashish Bisht, Arpita Pal, Simon Frenay, Raj Suri, Gaurav Nanda",Drama,2017,,"WSG Pictures, Anticlock Films",
JUL,21.0,Lipstick Under My Burkha,Alankrita Shrivastava,"Konkona Sen Sharma, Ratna Pathak Shah & Aahana Kumra",Sex/drama,2017,,ALT BalajiBalaji Motion Pictures,
JUL,21.0,Munna Michael,Sabbir Khan,"Tiger Shroff, Nidhhi Agerwal & Nawazuddin Siddiqui",Action/romance,2017,,Eros International & Next Gen Films,
JUL,28.0,Raag Desh,Tigmanshu Dhulia,"Kunal Kapoor, Amit Sadh & Mohit Marwah",Period drama/action,2017,,Rajya Sabha TV,
JUL,28.0,Indu Sarkar,Madhur Bhandarkar,"Anupam Kher, Neil Nitin Mukesh, Kirti Kulhari, Tota Roy Chowdhury, Supriya Vinod, Sheeba Chaddha, Parvin Dabas",Drama,2017,,Bharat Shah,
JUL,28.0,Mubarakan,Anees Bazmee,"Anil Kapoor, Arjun Kapoor, Ileana D'Cruz, Neha Sharma & Athiya Shetty",Comedy/romance,2017,,Cine1 Studios Mark Production,
AUG,4.0,Gurgaon,Shanker Raman,"Akshay Oberoi, Ragini Khanna, Pankaj Tripathi, Aamir Bashir, Shalini Vatsa, Srinivas Sunderrajan",Neo-noir,2017,,JAR Pictures,
AUG,4.0,Jab Harry Met Sejal,Imtiaz Ali,"Shah Rukh Khan, Anushka Sharma, Evelyn Sharma & Chandan Roy Sanyal",Romance,2017,,Red Chillies Entertainment,
AUG,11.0,Toilet: Ek Prem Katha,Shree Narayan Singh,"Akshay Kumar, Bhumi Pednekar, Divyendu Sharma, Anupam Kher, Sana Khan",Comedy/drama,2017,,"Viacom 18 Motion Pictures, KriArj Entertainment, Neeraj Pandey, Plan C Studios & Cape of Good Films LLP",
AUG,18.0,Partition: 1947,Gurinder Chadha,"Hugh Bonneville, Gillian Anderson, Manish Dayal, Huma Qureshi, Michael Gambon",Drama,2017,,BBC Films,
AUG,18.0,Bareilly Ki Barfi,Ashwini Iyer Tiwari,"Ayushmann Khurrana, Rajkummar Rao, Kriti Sanon",Comedy/romance,2017,,Junglee Pictures & BR Studios,
AUG,25.0,A Gentleman,Raj and D.K.,"Sidharth Malhotra, Jacqueline Fernandez, Darshan Kumar, Suniel Shetty",Action/romance,2017,,Fox Star Studios,
AUG,25.0,Babumoshai Bandookbaaz,Kushan Nandy,"Nawazuddin Siddiqui, Bidita Bag, Jatin Goswami, Shraddha Das, Anil George, Bhagwan Tiwari, Jeetu Shivhare, Murali Sharma, Divya Dutta, Sachin Chaubey",Action,2017,,Movies By The Mob & KNKSPL,
AUG,25.0,Yadvi – The Dignified Princess,Jyoti Singh,"Chandrachur Singh, Charu Vyas, Rahul Godara, Jyoti Singh, Vibhu Raghave, Namya Saxena, Nikkitasha Marwaha, Reshaa Sabarawal, Mini Pandit, Ashwarya Singh",Drama,2017,,RVP Productions,
AUG,25.0,Qaidi Band,Habib Faisal,"Aadar Jain, Anya Singh, Sachin, Prince Parvinder Singh",Musical/drama,2017,,Yash Raj Films,
SEP,1.0,Baadshaho,Milan Lutharia,"Ajay Devgn, Emraan Hashmi, Vidyut Jammwal, Ileana D'Cruz, Esha Gupta, Sanjay Mishra, Sunny Leone Guest appearance in song, Sharad Kelkar, Ravi Kale",Action/crime Thriller,2017,,Vertex Motion Pictures & T-Series,
SEP,1.0,Shubh Mangal Saavdhan,R. S. Prasanna,"Ayushmann Khurrana, Bhumi Pednekar, Brijendra Kala, Shubhankar Tripathi, Anshul Chauhan, Anmol Bajaj",Drama/Comedy,2017,,Colour Yellow Productions & Eros International,
SEP,8.0,Poster Boys,Shreyas Talpade,"Sunny Deol, Shreyas Talpade, Bobby Deol, Sonali Kulkarni, Randheer Rai, Dilip Prabhavalkar, Elli AvrRam Special Appearance In A Song, Samiksha Bhatnagar, Bharati Achrekar",Comedy,2017,,"Sony Pictures Networks Productions, Sunny Sounds Pvt. Ltd. & Affluence Movie Pvt. Ltd.",
SEP,8.0,Daddy,Ashim Ahluwalia,"Arjun Rampal, Aishwarya Rajesh, Nishikant Kamat, Anand Ingale, Rajesh Shringarpure, Purnanand Wandekar, Anupriya Goenka, Shruti Bapna, Usha Naik, Shrikant Yadav, Deepak Damle, Raj Arjun, Vijay Sanap, Abhimanyu Arun",Crime/drama,2017,,Kundalini Entertainment,
SEP,15.0,Simran,Hansal Mehta,"Kangana Ranaut, Sohum Shah, Hiten Kumar, Kishori Shahane, Rupinder Nagra",Drama,2017,,T-Series & Paramhans Creations Entertainments,
SEP,15.0,Lucknow Central,Ranjit Tiwari,"Farhan Akhtar, Diana Penty, Deepak Dobriyal, Gippy Grewal, Ronit Roy, Inaamulhaq, Rajesh Sharma",Drama,2017,,Viacom 18 Motion Pictures,
